id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_14_nb_p_f_once;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild prapentiert, als er mit einer Kunstlerin verabredet war.;Thorsten hat einmal ein selbstgemaltes Bild prapentiert.;entailment;14;positive;b;once
exp1_14_nb_p_f_twice;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild prapentiert, als er mit einer Kunstlerin verabredet war.;Thorsten hat mindestens zweimal ein selbstgemaltes Bild prapentiert.;neutral;14;positive;b;twice
exp1_14_nb_p_f_cannot_say;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Thorsten wieder ein selbstgemaltes Bild prapentiert, als er mit einer Kunstlerin verabredet war.;Es lässt sich nicht sagen, wie oft Thorsten ein selbstgemaltes Bild prapentiert hat.;neutral;14;positive;b;cannot say
exp1_14_nb_n_d_once;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild prapentiert, als sie mit einer Kunstlerin verabredet war.;Sabine hat einmal ein selbstgemaltes Bild prapentiert.;neutral;14;neutral;b;once
exp1_14_nb_n_d_twice;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild prapentiert, als sie mit einer Kunstlerin verabredet war.;Sabine hat mindestens zweimal ein selbstgemaltes Bild prapentiert.;entailment;14;neutral;b;twice
exp1_14_nb_n_d_cannot_say;Letzten Monat hat Sabine Thorsten ein selbstgemaltes Bild gezeigt.;Vor zwei Wochen hat Sabine wieder ein selbstgemaltes Bild prapentiert, als sie mit einer Kunstlerin verabredet war.;Es lässt sich nicht sagen, wie oft Sabine ein selbstgemaltes Bild prapentiert hat.;neutral;14;neutral;b;cannot say
exp1_15_pa_p_f_once;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Tina hat einmal eine lautstarke Standpauke bekommen.;neutral;15;positive;a;once
exp1_15_pa_p_f_twice;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Tina hat mindestens zweimal eine lautstarke Standpauke bekommen.;entailment;15;positive;a;twice
exp1_15_pa_p_f_cannot_say;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Tina eine lautstarke Standpauke bekommen hat.;neutral;15;positive;a;cannot say
exp1_15_pa_n_d_once;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Thorsten hat einmal eine lautstarke Standpauke bekommen.;entailment;15;neutral;a;once
exp1_15_pa_n_d_twice;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Thorsten hat mindestens zweimal eine lautstarke Standpauke bekommen.;neutral;15;neutral;a;twice
exp1_15_pa_n_d_cannot_say;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine lautstarke Standpauke bekommen hat.;neutral;15;neutral;a;cannot say
exp1_15_pb_p_f_once;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Tina hat einmal eine lautstarke Standpauke gehalten.;neutral;15;positive;b;once
exp1_15_pb_p_f_twice;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Tina hat mindestens zweimal eine lautstarke Standpauke gehalten.;entailment;15;positive;b;twice
exp1_15_pb_p_f_cannot_say;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Tina eine lautstarke Standpauke gehalten hat.;neutral;15;positive;b;cannot say
exp1_15_pb_n_d_once;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Thorsten hat einmal eine lautstarke Standpauke gehalten.;entailment;15;neutral;b;once
exp1_15_pb_n_d_twice;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Thorsten hat mindestens zweimal eine lautstarke Standpauke gehalten.;neutral;15;neutral;b;twice
exp1_15_pb_n_d_cannot_say;Vor vier Wochen hat Thorsten Tina angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine lautstarke Standpauke gehalten hat.;neutral;15;neutral;b;cannot say
exp1_15_na_p_f_once;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Thorsten hat einmal eine lautstarke Standpauke bekommen.;entailment;15;positive;a;once
exp1_15_na_p_f_twice;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Thorsten hat mindestens zweimal eine lautstarke Standpauke bekommen.;neutral;15;positive;a;twice
exp1_15_na_p_f_cannot_say;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke bekommen, als er an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine lautstarke Standpauke bekommen hat.;neutral;15;positive;a;cannot say
exp1_15_na_n_d_once;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Tina hat einmal eine lautstarke Standpauke bekommen.;neutral;15;neutral;a;once
exp1_15_na_n_d_twice;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Tina hat mindestens zweimal eine lautstarke Standpauke bekommen.;entailment;15;neutral;a;twice
exp1_15_na_n_d_cannot_say;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke bekommen, als sie an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Tina eine lautstarke Standpauke bekommen hat.;neutral;15;neutral;a;cannot say
exp1_15_nb_p_f_once;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Thorsten hat einmal eine lautstarke Standpauke gehalten.;entailment;15;positive;b;once
exp1_15_nb_p_f_twice;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Thorsten hat mindestens zweimal eine lautstarke Standpauke gehalten.;neutral;15;positive;b;twice
exp1_15_nb_p_f_cannot_say;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Thorsten wieder eine lautstarke Standpauke gehalten, als er an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Thorsten eine lautstarke Standpauke gehalten hat.;neutral;15;positive;b;cannot say
exp1_15_nb_n_d_once;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Tina hat einmal eine lautstarke Standpauke gehalten.;neutral;15;neutral;b;once
exp1_15_nb_n_d_twice;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Tina hat mindestens zweimal eine lautstarke Standpauke gehalten.;entailment;15;neutral;b;twice
exp1_15_nb_n_d_cannot_say;Vor vier Wochen hat Tina Thorsten angeschrien.;Vor drei Tagen hat Tina wieder eine lautstarke Standpauke gehalten, als sie an einer Bushaltestelle gewartet hat.;Es lässt sich nicht sagen, wie oft Tina eine lautstarke Standpauke gehalten hat.;neutral;15;neutral;b;cannot say
exp1_16_pa_p_f_once;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat einmal ein tragisches Gedicht gehort.;neutral;16;positive;a;once
exp1_16_pa_p_f_twice;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat mindestens zweimal ein tragisches Gedicht gehort.;entailment;16;positive;a;twice
exp1_16_pa_p_f_cannot_say;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Sabine ein tragisches Gedicht gehort hat.;neutral;16;positive;a;cannot say
exp1_16_pa_n_d_once;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Greta hat einmal ein tragisches Gedicht gehort.;entailment;16;neutral;a;once
exp1_16_pa_n_d_twice;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Greta hat mindestens zweimal ein tragisches Gedicht gehort.;neutral;16;neutral;a;twice
exp1_16_pa_n_d_cannot_say;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Greta ein tragisches Gedicht gehort hat.;neutral;16;neutral;a;cannot say
exp1_16_pb_p_f_once;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat einmal ein tragisches Gedicht rezitiert.;neutral;16;positive;b;once
exp1_16_pb_p_f_twice;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat mindestens zweimal ein tragisches Gedicht rezitiert.;entailment;16;positive;b;twice
exp1_16_pb_p_f_cannot_say;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Sabine ein tragisches Gedicht rezitiert hat.;neutral;16;positive;b;cannot say
exp1_16_pb_n_d_once;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Greta hat einmal ein tragisches Gedicht rezitiert.;entailment;16;neutral;b;once
exp1_16_pb_n_d_twice;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Greta hat mindestens zweimal ein tragisches Gedicht rezitiert.;neutral;16;neutral;b;twice
exp1_16_pb_n_d_cannot_say;Vor vier Monaten hat Greta Sabine ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Greta ein tragisches Gedicht rezitiert hat.;neutral;16;neutral;b;cannot say
exp1_16_na_p_f_once;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Greta hat einmal ein tragisches Gedicht gehort.;entailment;16;positive;a;once
exp1_16_na_p_f_twice;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Greta hat mindestens zweimal ein tragisches Gedicht gehort.;neutral;16;positive;a;twice
exp1_16_na_p_f_cannot_say;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Greta ein tragisches Gedicht gehort hat.;neutral;16;positive;a;cannot say
exp1_16_na_n_d_once;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat einmal ein tragisches Gedicht gehort.;neutral;16;neutral;a;once
exp1_16_na_n_d_twice;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat mindestens zweimal ein tragisches Gedicht gehort.;entailment;16;neutral;a;twice
exp1_16_na_n_d_cannot_say;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht gehort, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Sabine ein tragisches Gedicht gehort hat.;neutral;16;neutral;a;cannot say
exp1_16_nb_p_f_once;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Greta hat einmal ein tragisches Gedicht rezitiert.;entailment;16;positive;b;once
exp1_16_nb_p_f_twice;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Greta hat mindestens zweimal ein tragisches Gedicht rezitiert.;neutral;16;positive;b;twice
exp1_16_nb_p_f_cannot_say;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Greta wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Greta ein tragisches Gedicht rezitiert hat.;neutral;16;positive;b;cannot say
exp1_16_nb_n_d_once;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat einmal ein tragisches Gedicht rezitiert.;neutral;16;neutral;b;once
exp1_16_nb_n_d_twice;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Sabine hat mindestens zweimal ein tragisches Gedicht rezitiert.;entailment;16;neutral;b;twice
exp1_16_nb_n_d_cannot_say;Vor vier Monaten hat Sabine Greta ein tragisches Gedicht vorgetragen.;Vor zwei Tagen hat Sabine wieder ein tragisches Gedicht rezitiert, als sie bei einem Kleinkunstabend zugegen war.;Es lässt sich nicht sagen, wie oft Sabine ein tragisches Gedicht rezitiert hat.;neutral;16;neutral;b;cannot say
exp1_17_pa_p_f_once;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Tina hat einmal einen komplizierten Vortrag gehort.;neutral;17;positive;a;once
exp1_17_pa_p_f_twice;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Tina hat mindestens zweimal einen komplizierten Vortrag gehort.;entailment;17;positive;a;twice
exp1_17_pa_p_f_cannot_say;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen komplizierten Vortrag gehort hat.;neutral;17;positive;a;cannot say
exp1_17_pa_n_d_once;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Greta wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Greta hat einmal einen komplizierten Vortrag gehort.;entailment;17;neutral;a;once
exp1_17_pa_n_d_twice;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Greta wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Greta hat mindestens zweimal einen komplizierten Vortrag gehort.;neutral;17;neutral;a;twice
exp1_17_pa_n_d_cannot_say;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Greta wieder einen komplizierten Vortrag gehort, als sie auf einer Tagung gewesen ist.;Es lässt sich nicht sagen, wie oft Greta einen komplizierten Vortrag gehort hat.;neutral;17;neutral;a;cannot say
exp1_17_pb_p_f_once;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag prasentiert, als sie auf einer Tagung gewesen ist.;Tina hat einmal einen komplizierten Vortrag prasentiert.;neutral;17;positive;b;once
exp1_17_pb_p_f_twice;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag prasentiert, als sie auf einer Tagung gewesen ist.;Tina hat mindestens zweimal einen komplizierten Vortrag prasentiert.;entailment;17;positive;b;twice
exp1_17_pb_p_f_cannot_say;Vor zwei Monaten hat Greta vor Tina einen komplizierten Vortrag gehalten.;Vor drei Tagen hat Tina wieder einen komplizierten Vortrag prasentiert, als sie auf einer Tagung gewesen ist.;Es lässt sich nicht sagen, wie oft Tina einen komplizierten Vortrag prasentiert hat.;neutral;17;positive;b;cannot say
